ML Catalog Number	Format	Common Name	Scientific Name	Background Species	Caption	Recordist	Date	Year	Month	Day	Time	Country	Country-State-County	State	County	Locality	Latitude	Longitude	Age/Sex	Behaviors	Playback	Captive	Collected	Specimen ID	Home Archive Catalog Number	Recorder	Microphone	Accessory	Partner Institution	eBird Checklist ID	Unconfirmed	Air Temp(¡C)	Water Temp(¡C)	Media notes	Observation Details	Parent Species	eBird Species Code	Taxon Category	Taxonomic Sort	Recordist 2	Average Community Rating	Number of Ratings	Asset Tags	Original Image Height	Original Image Width
646360823	Photo	Southern Scrub-Robin	Drymodes brunneopygia			Denis Rivard	2025-11-06	2025	11	6	828	Australia	AU-SA-UNI	South Australia	Unincorporated SA	Ikara-Flinders Ranges National Park--Arkaroo Rock	-31.6114909	138.6369166			Unspecified	FALSE	FALSE							S283067524						Drymodes brunneopygia	sosrob1	Species	21804		0	0		1687	3000
646402556	Photo	Southern Whiteface	Aphelocephala leucopsis			Denis Rivard	2025-11-06	2025	11	6	1522	Australia	AU-SA-MID	South Australia	Mid Murray	Whitedam Conservation Park, Maude AU-SA -33.92653, 139.49638	-33.92653	139.496378			Unspecified	FALSE	FALSE							S283077148						Aphelocephala leucopsis	souwhi1	Species	18372		0	0		1687	3000
646402033	Photo	Southern Whiteface	Aphelocephala leucopsis			Denis Rivard	2025-11-06	2025	11	6	1522	Australia	AU-SA-MID	South Australia	Mid Murray	Whitedam Conservation Park, Maude AU-SA -33.92653, 139.49638	-33.92653	139.496378			Unspecified	FALSE	FALSE							S283077148						Aphelocephala leucopsis	souwhi1	Species	18372		0	0		1687	3000
550417651	Photo	Spectacled Weaver	Ploceus ocularis			Denis Rivard	2014-09-26	2014	9	26	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20351042						Ploceus ocularis	spewea1	Species	30786		3	1		1688	3000
646452970	Photo	Spiny-cheeked Honeyeater	Acanthagenys rufogularis			Denis Rivard	2025-11-08	2025	11	8	1724	Australia	AU-VIC-MIL	Victoria	Mildura	Galah	-35.08423	142.17338			Unspecified	FALSE	FALSE							S283396802						Acanthagenys rufogularis	spchon1	Species	17858		0	0		1688	3000
646406656	Photo	Splendid Fairywren	Malurus splendens			Denis Rivard	2025-11-06	2025	11	6	1522	Australia	AU-SA-MID	South Australia	Mid Murray	Whitedam Conservation Park, Maude AU-SA -33.92653, 139.49638	-33.92653	139.496378			Unspecified	FALSE	FALSE							S283077148						Malurus splendens	splfai1	Species	17664		0	0		1688	3000
646405363	Photo	Splendid Fairywren	Malurus splendens			Denis Rivard	2025-11-06	2025	11	6	1522	Australia	AU-SA-MID	South Australia	Mid Murray	Whitedam Conservation Park, Maude AU-SA -33.92653, 139.49638	-33.92653	139.496378			Unspecified	FALSE	FALSE							S283077148						Malurus splendens	splfai1	Species	17664		0	0		1687	3000
646517569	Photo	Square-tailed Kite	Lophoictinia isura			Denis Rivard	2025-11-10	2025	11	10	1136	Australia	AU-NSW-DEN	New South Wales	Deniliquin	Murray Valley Regional Park--Deniliquin Town Block	-35.5303003	144.9735351			Unspecified									S283808018					And nest	Lophoictinia isura	sqtkit1	Species	7925		0	0	Nest	1688	3000
646517477	Photo	Square-tailed Kite	Lophoictinia isura			Denis Rivard	2025-11-10	2025	11	10	1136	Australia	AU-NSW-DEN	New South Wales	Deniliquin	Murray Valley Regional Park--Deniliquin Town Block	-35.5303003	144.9735351			Unspecified	FALSE	FALSE							S283808018					And nest	Lophoictinia isura	sqtkit1	Species	7925		0	0		2250	3000
646458066	Photo	Striated Grasswren	Amytornis striatus			Denis Rivard	2025-11-09	2025	11	9	815	Australia	AU-VIC-MIL	Victoria	Mildura	Hattah-Kulkyne National Park--Old Calder Hwy	-34.6875	142.26333			Unspecified	FALSE	FALSE							S283586036						Amytornis striatus	strgra2	Species	17607		0	0		1687	3000
646457530	Photo	Striated Pardalote	Pardalotus striatus			Denis Rivard	2025-11-09	2025	11	9	815	Australia	AU-VIC-MIL	Victoria	Mildura	Hattah-Kulkyne National Park--Old Calder Hwy	-34.6875	142.26333			Unspecified	FALSE	FALSE							S283586036						Pardalotus striatus	strpar1	Species	18235		0	0		1688	3000
646328326	Photo	Striated Pardalote	Pardalotus striatus			Denis Rivard	2025-11-05	2025	11	5	1619	Australia	AU-SA-UNI	South Australia	Unincorporated SA	Ikara-Flinders Ranges National Park--Wilpena Pound Campground	-31.5252589	138.6027667			Unspecified	FALSE	FALSE							S282947450						Pardalotus striatus	strpar1	Species	18235		4	2		1687	3000
646455696	Photo	Striped Honeyeater	Plectorhyncha lanceolata			Denis Rivard	2025-11-09	2025	11	9	815	Australia	AU-VIC-MIL	Victoria	Mildura	Hattah-Kulkyne National Park--Old Calder Hwy	-34.6875	142.26333			Unspecified	FALSE	FALSE							S283586036						Plectorhyncha lanceolata	strhon1	Species	18178		0	0		1688	3000
646928942	Photo	Strong-billed Honeyeater	Melithreptus validirostris			Denis Rivard	2025-11-20	2025	11	20	1214	Australia	AU-TAS-DER	Tasmania	Derwent Valley	Junee Cave State Reserve	-42.73788	146.59449			Unspecified	FALSE	FALSE							S285246874						Melithreptus validirostris	stbhon2	Species	18141		0	0		1688	3000
646671674	Photo	Superb Lyrebird	Menura novaehollandiae			Denis Rivard	2025-11-13	2025	11	13	1211	Australia	AU-VIC-YRA	Victoria	Yarra Ranges	Mt St Leonard	-37.5609	145.52902			Unspecified	FALSE	FALSE							S284210428					MF	Menura novaehollandiae	suplyr1	Species	17504		0	0		1687	3000
646475807	Photo	Superb Parrot	Polytelis swainsonii			Denis Rivard	2025-11-09	2025	11	9	1748	Australia	AU-NSW-DEN	New South Wales	Deniliquin	Island Sanctuary, Deniliquin	-35.5329896	144.9683785			Unspecified	FALSE	FALSE							S283628839						Polytelis swainsonii	suppar1	Species	12260		0	0		1688	3000
646460954	Photo	Superb Parrot	Polytelis swainsonii			Denis Rivard	2025-11-09	2025	11	9	1748	Australia	AU-NSW-DEN	New South Wales	Deniliquin	Island Sanctuary, Deniliquin	-35.5329896	144.9683785	Adult Female Ð 1		Unspecified	FALSE	FALSE							S283628839						Polytelis swainsonii	suppar1	Species	12260		0	0		1688	3000
646460603	Photo	Superb Parrot	Polytelis swainsonii			Denis Rivard	2025-11-09	2025	11	9	1748	Australia	AU-NSW-DEN	New South Wales	Deniliquin	Island Sanctuary, Deniliquin	-35.5329896	144.9683785	Adult Male Ð 1		Unspecified	FALSE	FALSE							S283628839						Polytelis swainsonii	suppar1	Species	12260		0	0		1688	3000
646914699	Photo	Swift Parrot	Lathamus discolor			Denis Rivard	2025-11-19	2025	11	19	1139	Australia	AU-TAS-KIN	Tasmania	Kingborough	Hundred Acre Hideaway (restricted access)	-43.378396	147.259261			Unspecified	FALSE	FALSE							S285116367						Lathamus discolor	swipar1	Species	12445		3	2		1688	3000
646930691	Photo	Tasmanian Scrubwren	Sericornis humilis			Denis Rivard	2025-11-20	2025	11	20	1419	Australia	AU-TAS-DER	Tasmania	Derwent Valley	Mount Field National Park--Russell Falls Track	-42.68126	146.71533			Unspecified	FALSE	FALSE							S285253283						Sericornis humilis	tasscr1	Species	18306		0	0		1687	3000
151779881	Photo	Tawny Antpitta	Grallaria quitensis			Denis Rivard	2019-04-03	2019	4	3	901	Ecuador	EC-P	Pichincha		San Jorge Ecolodge (Quito)	-0.1164902	-78.5234332			Unspecified	FALSE	FALSE							S54519444						Grallaria quitensis	tawant3	Species	14286		4	1		2000	1333
646557082	Photo	Turquoise Parrot	Neophema pulchella			Denis Rivard	2025-11-11	2025	11	11	1148	Australia	AU-VIC-WAN	Victoria	Wangaratta	Warby-Ovens National Park--Nason Springs	-36.408591	146.217442			Unspecified	FALSE	FALSE							S283947043						Neophema pulchella	turpar1	Species	12442		0	0		1688	3000
646515789	Photo	Western Gerygone	Gerygone fusca			Denis Rivard	2025-11-10	2025	11	10	950	Australia	AU-NSW-CON	New South Wales	Conargo	Pretty Pine	-35.38457	144.86846			Unspecified	FALSE	FALSE							S283802736						Gerygone fusca	wesger1	Species	18488		0	0		1688	3000
79546941	Photo	Western Spindalis (Cozumel I.)	Spindalis zena benedicti			Denis Rivard	2017-12-18	2017	12	18	847	Mexico	MX-ROO-002	Quintana Roo	Cozumel	El Cedral (Pueblo)	20.3690898	-86.9935226	Adult Male		Unspecified	FALSE	FALSE							S41173836						Spindalis zena	wesspi6	Group	33545		4	1		563	1000
646519619	Photo	White-backed Swallow	Cheramoeca leucosterna			Denis Rivard	2025-11-10	2025	11	10	1717	Australia	AU-NSW-CON	New South Wales	Conargo	Wanganella Travelling Stock Reserve	-35.2405817	144.8197815			Unspecified	FALSE	FALSE							S283856216						Cheramoeca leucosterna	whbswa3	Species	24026		3	1		1687	3000
647027845	Photo	White-breasted Woodswallow	Artamus leucorynchus			Denis Rivard	2025-11-04	2025	11	4	710	Australia	AU-SA-UNI	South Australia	Unincorporated SA	Farina	-30.06433	138.27804			Unspecified	FALSE	FALSE							S282786422						Artamus leucorynchus	whbwoo4	Species	19738		0	0		1688	3000
646367060	Photo	White-browed Babbler	Pomatostomus superciliosus			Denis Rivard	2025-11-06	2025	11	6	828	Australia	AU-SA-UNI	South Australia	Unincorporated SA	Ikara-Flinders Ranges National Park--Arkaroo Rock	-31.6114909	138.6369166			Unspecified	FALSE	FALSE							S283067524						Pomatostomus superciliosus	whbbab3	Species	18509		0	0		1687	3000
646361591	Photo	White-browed Babbler	Pomatostomus superciliosus			Denis Rivard	2025-11-06	2025	11	6	828	Australia	AU-SA-UNI	South Australia	Unincorporated SA	Ikara-Flinders Ranges National Park--Arkaroo Rock	-31.6114909	138.6369166			Unspecified	FALSE	FALSE							S283067524						Pomatostomus superciliosus	whbbab3	Species	18509		5	1		1688	3000
646418698	Photo	White-browed Woodswallow	Artamus superciliosus			Denis Rivard	2025-11-08	2025	11	8	837	Australia	AU-VIC-MIL	Victoria	Mildura	Yarrara Flora and Fauna Reserve	-34.4111726	141.425457	Adult Female Ð 1; Adult Male Ð 3		Unspecified	FALSE	FALSE							S283358920						Artamus superciliosus	whbwoo5	Species	19750		0	0		1688	3000
77376651	Photo	White-cheeked Honeyeater	Phylidonyris niger			Denis Rivard	2017-10-14	2017	10	14	1400	Australia	AU-NSW-SHO	New South Wales	Shoalhaven	Booderee National Park--Green Patch	-35.137645	150.7219028			Unspecified	FALSE	FALSE							S39909628						Phylidonyris niger	whchon2	Species	18108		2.5	2		280	640
531930891	Photo	White-crested Helmetshrike	Prionops plumatus			Denis Rivard	2014-09-25	2014	9	25	800	South Africa	ZA-LP	Limpopo		Kruger NP--Letaba-Olifants Rd	-23.9473511	31.6148758			Unspecified	FALSE	FALSE							S20317879						Prionops plumatus	whihel1	Species	19905		4	1		1687	3000
530272901	Photo	White-crowned Lapwing	Vanellus albiceps			Denis Rivard	2014-10-08	2014	10	8	1000	Botswana	BW-NW	North-West		Kasane--town	-17.7905354	25.1689911			Unspecified	FALSE	FALSE							S20614376						Vanellus albiceps	whhlap1	Species	5867		4.5	2		1688	3000
646408010	Photo	White-fronted Honeyeater	Purnella albifrons			Denis Rivard	2025-11-07	2025	11	7	807	Australia	AU-VIC-MIL	Victoria	Mildura	Murray-Sunset National Park--Shearers Quarters	-34.5651	141.06943			Unspecified	FALSE	FALSE							S283231513						Purnella albifrons	whfhon1	Species	17786		0	0		1688	3000
646554368	Photo	White-throated Gerygone	Gerygone olivacea			Denis Rivard	2025-11-11	2025	11	11	1148	Australia	AU-VIC-WAN	Victoria	Wangaratta	Warby-Ovens National Park--Nason Springs	-36.408591	146.217442			Unspecified	FALSE	FALSE							S283947043						Gerygone olivacea	whtger1	Species	18466		0	0		1688	3000
646486656	Photo	White-throated Treecreeper	Cormobates leucophaea			Denis Rivard	2025-11-10	2025	11	10	726	Australia	AU-NSW-MUR	New South Wales	Murray	Murray Valley National Park--Gulpa Island	-35.74837	144.92858			Unspecified	FALSE	FALSE							S283784029						Cormobates leucophaea	whttre3	Species	17575		3.5	2		1688	3000
638498314	Photo	White-winged Becard	Pachyramphus polychopterus			Denis Rivard	2025-04-01	2025	4	1	721	Colombia	CO-BOL	Bolvar		Matute Birding Nature Reserve	10.3531824	-75.4326347			Unspecified									S222264034						Pachyramphus polychopterus	whwbec1	Species	16048		4.5	2	Watermark	1688	3000
646701343	Photo	White-winged Chough	Corcorax melanorhamphos			Denis Rivard	2025-11-14	2025	11	14	1221	Australia	AU-VIC-GGE	Victoria	Greater Geelong	Serendip Sanctuary	-38.0052428	144.4125366			Unspecified	FALSE	FALSE							S284346430						Corcorax melanorhamphos	whwcho1	Species	21014		0	0		1688	3000
649664113	Photo	White-winged Snowfinch	Montifringilla nivalis			Denis Rivard	2026-01-26	2026	1	26	1255	France	FR-ARA-73	Auvergne-Rhne-Alpes	Savoie	Les 3 Valles, Les Allues FR-Auvergne-Rhne-Alpes 45.34169, 6.58969	45.341691	6.589693			Unspecified	FALSE	FALSE							S296371696						Montifringilla nivalis	whwsno1	Species	31641		5	1		1406	2500
646454787	Photo	White-winged Triller	Lalage tricolor			Denis Rivard	2025-11-09	2025	11	9	815	Australia	AU-VIC-MIL	Victoria	Mildura	Hattah-Kulkyne National Park--Old Calder Hwy	-34.6875	142.26333			Unspecified	FALSE	FALSE							S283586036						Lalage tricolor	whwtri1	Species	18810		0	0		1688	3000
568011691	Photo	Winter Wren	Troglodytes hiemalis			Denis Rivard	2023-05-06	2023	5	6	827	Canada	CA-ON-ES	Ontario	Essex	Point Pelee NP--Tip Observation Tower	41.9139653	-82.5101787			Unspecified									S136286470						Troglodytes hiemalis	winwre3	Species	27295		4	3	Watermark	2235	3974
124560931	Photo	Wrentit	Chamaea fasciata			Denis Rivard	2018-10-26	2018	10	26	1141	United States	US-CA-087	California	Santa Cruz	Natural Bridges SB	36.9523782	-122.0567107			Unspecified	FALSE	FALSE							S49474435						Chamaea fasciata	wrenti	Species	25431		2	2		1511	2686
646413381	Photo	Yellow-plumed Honeyeater	Ptilotula ornata			Denis Rivard	2025-11-07	2025	11	7	1250	Australia	AU-VIC-MIL	Victoria	Mildura	Murray-Sunset National Park--Millewa South Bore Track at Pheenys Track	-34.7042226	141.0623235			Unspecified	FALSE	FALSE							S283230168						Ptilotula ornata	yephon1	Species	17883		0	0		1688	3000
646413092	Photo	Yellow-plumed Honeyeater	Ptilotula ornata			Denis Rivard	2025-11-07	2025	11	7	1250	Australia	AU-VIC-MIL	Victoria	Mildura	Murray-Sunset National Park--Millewa South Bore Track at Pheenys Track	-34.7042226	141.0623235			Unspecified	FALSE	FALSE							S283230168						Ptilotula ornata	yephon1	Species	17883		0	0		1687	3000
646932986	Photo	Yellow-throated Honeyeater	Nesoptilotis flavicollis			Denis Rivard	2025-11-21	2025	11	21	1041	Australia	AU-TAS-DER	Tasmania	Derwent Valley	Mount Field National Park--Lake Dobson	-42.6843208	146.5937155			Unspecified	FALSE	FALSE							S285377894						Nesoptilotis flavicollis	yethon1	Species	18119		0	0		1688	3000
647205362	Photo	Yellow-tufted Honeyeater	Lichenostomus melanops			Denis Rivard	2025-11-11	2025	11	11	1736	Australia	AU-VIC-IND	Victoria	Indigo	Chiltern-Mt Pilot National Park--Bartleys Block	-36.125986	146.6113901			Unspecified	FALSE	FALSE							S283964368						Lichenostomus melanops	yethon3	Species	17799		0	0		1687	3000
79545541	Photo	Yucatan Woodpecker	Melanerpes pygmaeus			Denis Rivard	2017-12-18	2017	12	18	847	Mexico	MX-ROO-002	Quintana Roo	Cozumel	El Cedral (Pueblo)	20.3690898	-86.9935226	Adult Female		Unspecified	FALSE	FALSE							S41173836						Melanerpes pygmaeus	yucwoo	Species	11167		3.5	2		562	1000
172849401	Photo	Zeledon's Antbird (Choco)	Hafferia zeledoni berlepschi			Denis Rivard	2019-04-10	2019	4	10	652	Ecuador	EC-P	Pichincha		San Jorge de Milpe	0.0443573	-78.8836813	Adult Female		Unspecified	FALSE	FALSE							S54776617						Hafferia zeledoni	immant4	Group	14057		3.33	3		1125	2000
