Old Order	Current order	Taxon Order	Category	English Name	French Name	Scientific Name	Order	Family	Taxon	Location	S/P	Date	LocID	SubID	Exotic	Countable
2004	644	7854	species	African Harrier-Hawk	Gymnogne d'Afrique	Polyboroides typus	Accipitriformes	"Accipitridae (Hawks, Eagles, and Kites)"	7854	Lake Manyara NP (Arusha)	TZ-01	09-Aug-05	L1033409	S15379179		1
1478	671	8075	species	African Hawk-Eagle	Aigle fasci	Aquila spilogaster	Accipitriformes	"Accipitridae (Hawks, Eagles, and Kites)"	8075	Kruger NP--Letaba-Olifants Rd	ZA-LP	24-Sep-14	L2355950	S20314308		1
1430	425	6005	species	African Jacana	Jacana  poitrine dore	Actophilornis africanus	Charadriiformes	Jacanidae (Jacanas)	6005	Kruger NP--Skukuza Camp (Camp only; please use more precise hotspots for drives)	ZA-MP	27-Sep-14	L951360	S20389946		1
1394	684	8309	species	African Marsh Harrier	Busard grenouillard	Circus ranivorus	Accipitriformes	"Accipitridae (Hawks, Eagles, and Kites)"	8309	Ithala GR	ZA-NL	01-Oct-14	L3161131	S20535371		1
1417	544	7280	species	African Openbill	Bec-ouvert africain	Anastomus lamelligerus	Ciconiiformes	Ciconiidae (Storks)	7280	Kruger NP--southern section (please be more specific)	ZA-MP	28-Sep-14	L972510	S20390197		1
1898	393	5802	species	African Oystercatcher	Hutrier de Moquin	Haematopus moquini	Charadriiformes	Haematopodidae (Oystercatchers)	5802	Lderitz (town)	NA-KA	20-Jun-07	L1488282	S102155147		1
1399	227	4178	species	African Palm Swift	Martinet des palmes	Cypsiurus parvus	Apodiformes	Apodidae (Swifts)	4178	Nhlangano	SZ-SH	30-Sep-14	L3159754	S20523644		1
1381	1395	20781	species	African Paradise-Flycatcher	Tchitrec d'Afrique	Terpsiphone viridis	Passeriformes	Monarchidae (Monarch Flycatchers)	20781	R69	ZA-NL	02-Oct-14	L3164567	S20565272		1
1992	1709	31717	species	African Pied Wagtail	Bergeronnette pie	Motacilla aguimp	Passeriformes	Motacillidae (Wagtails and Pipits)	31717	Lake Eyasi	TZ-01	10-Aug-05	L2082292	S15379188		1
1386	1711	31766	species	African Pipit	Pipit africain	Anthus cinnamomeus	Passeriformes	Motacillidae (Wagtails and Pipits)	31766	Ithala GR	ZA-NL	01-Oct-14	L3161131	S20535371		1
2010	582	7491	species	African Sacred Ibis	Ibis sacr	Threskiornis aethiopicus	Pelecaniformes	Threskiornithidae (Ibises and Spoonbills)	7491	Lake Manyara NP (Arusha)	TZ-01	09-Aug-05	L1033409	S15379179		1
659	1688	31062	species	African Silverbill	Capucin bec-d'argent	Euodice cantans	Passeriformes	Estrildidae (Waxbills and Allies)	31062	"Francis H. I'i Brown North Course, Kamuela US-HI (19.9409,-155.8603)"	US-HI	28-Oct-18	L8081156	S49516203	N	1
1331	501	6620	species	African Skimmer	Bec-en-ciseaux d'Afrique	Rynchops flavirostris	Charadriiformes	"Laridae (Gulls, Terns, and Skimmers)"	6620	Chobe River--west of Kasane	BW-NW	09-Oct-14	L2538778	S20699076		1
1466	588	7529	species	African Spoonbill	Spatule d'Afrique	Platalea alba	Pelecaniformes	Threskiornithidae (Ibises and Spoonbills)	7529	Kruger NP--Letaba-Olifants Rd	ZA-LP	25-Sep-14	L2355950	S20317879		1
1390	1644	29690	species	African Stonechat	Monticole rocar	Saxicola torquatus	Passeriformes	Muscicapidae (Old World Flycatchers)	29690	Ithala GR	ZA-NL	01-Oct-14	L3161131	S20535371		1
1347	368	5522	species	African Swamphen	Talve d'Afrique	Porphyrio madagascariensis	Gruiformes	"Rallidae (Rails, Gallinules, and Coots)"	5522	Korsman Bird Sanctuary	ZA-GT	06-Oct-14	L1912725	S20305927		1
1429	545	7285	species	African Woolly-necked Stork	Cigogne  pattes noires	Ciconia microscelis	Ciconiiformes	Ciconiidae (Storks)	7285	Kruger NP--Skukuza Camp (Camp only; please use more precise hotspots for drives)	ZA-MP	27-Sep-14	L951360	S20389946		1
354	594	7554	species	Agami Heron	Hron agami	Agamia agami	Pelecaniformes	"Ardeidae (Herons, Egrets, and Bitterns)"	7554	Refugio mixto Cao Negro	CR-A	11-Jun-22	L691866	S112726151		1
638	1733	32129	species	Akiapolaau	Akiapolaau d'Hawa	Hemignathus wilsoni	Passeriformes	"Fringillidae (Finches, Euphonias, and Allies)"	32129	"Pu'u O'o Trail, Kipuka Ainahou section (first 2 miles)"	US-HI	01-Nov-18	L366605	S49612040		1
441	1187	16951	species	Alder Flycatcher	Moucherolle des aulnes	Empidonax alnorum	Passeriformes	Tyrannidae (Tyrant Flycatchers)	16951	"Osgoode, Ottawa CA-ON (45.2238,-75.6297)"	CA-ON	06-Aug-20	L9160902	S72160828		1
626	1700	31480	species	Alpine Accentor	Accenteur alpin	Prunella collaris	Passeriformes	Prunellidae (Accentors)	31480	Peisey-Nancroix (ville)	FR-ARA	27-Jan-19	L8433472	S52089497		1
1780	1832	33755	species	Altamira Oriole	Oriole  gros bec	Icterus gularis	Passeriformes	Icteridae (Troupials and Allies)	33755	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1830	811	10312	species	Amazon Kingfisher	Martin-pcheur d'Amazonie	Chloroceryle amazona	Coraciiformes	Alcedinidae (Kingfishers)	10312	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1143	389	5780	species	American Avocet	Avocette d'Amrique	Recurvirostra americana	Charadriiformes	Recurvirostridae (Stilts and Avocets)	5780	Mersea Rd 2 west bridge	CA-ON	16-May-15	L3619669	S23478734		1
2027	724	8633	species	American Barn Owl	Effraie d'Amrique	Tyto furcata	Strigiformes	Tytonidae (Barn-Owls)	8633	Santa Cruz--çrea general (por favor usar un hotspot ms especfico)	EC-W	08-Jul-04	L471636	S15379722		1
1628	595	7560	species	American Bittern	Butor d'Amrique	Botaurus lentiginosus	Pelecaniformes	"Ardeidae (Herons, Egrets, and Bitterns)"	7560	Marais 3  5 (Canards Illimits)	CA-QC	05-Apr-13	L1145146	S15364580		1
1585	42	571	species	American Black Duck	Canard noir	Anas rubripes	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	571	Britannia CA--Britannia Ridge	CA-ON	01-Oct-13	L1535778	S15359906		1
1852	365	5500	species	American Coot	Foulque d'Amrique	Fulica americana	Gruiformes	"Rallidae (Rails, Gallinules, and Coots)"	5500	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1611	1426	21557	species	American Crow	Corneille d'Amrique	Corvus brachyrhynchos	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"	21557	Point Pelee NP* general (use more precise loc.)	CA-ON	02-May-13	L131153	S15364735		1
664	1573	27668	species	American Dipper	Cincle d'Amrique	Cinclus mexicanus	Passeriformes	Cinclidae (Dippers)	27668	Burnaby Lake--Avalon entrance	CA-BC	20-Oct-18	L452571	S49326481		1
764	516	6807	species	American Flamingo	Flamant des Carabes	Phoenicopterus ruber	Phoenicopteriformes	Phoenicopteridae (Flamingos)	6807	Playa Los Dos Compadres	MX-ROO	16-Dec-17	L3530195	S41139758		1
1111	396	5815	species	American Golden-Plover	Pluvier bronz	Pluvialis dominica	Charadriiformes	Charadriidae (Plovers and Lapwings)	5815	Hillman Marsh CA (general location)	CA-ON	08-May-16	L283720	S29500079		1
1658	1748	32617	species	American Goldfinch	Chardonneret jaune	Spinus tristis	Passeriformes	"Fringillidae (Finches, Euphonias, and Allies)"	32617	Ottawa--MacDonald-Cartier International Airport (High Road)	CA-ON	19-Jun-12	L1217618	S15371413		1
1497	495	6539	species	American Herring Gull	Goland hudsonien	Larus smithsonianus	Charadriiformes	"Laridae (Gulls, Terns, and Skimmers)"	6539	"47.5697x-70.2058 - May 25, 2014, 4:01 PM"	CA-QC	25-May-14	L2879050	S18562113		1
1822	907	12028	species	American Kestrel	Crcerelle d'Amrique	Falco sparverius	Falconiformes	Falconidae (Falcons and Caracaras)	12028	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1127	392	5799	species	American Oystercatcher	Hutrier d'Amrique	Haematopus palliatus	Charadriiformes	Haematopodidae (Oystercatchers)	5799	St. Marks NWR--Lighthouse Pool & Flats	US-FL	13-Nov-15	L578621	S25816542		1
1588	1712	31883	species	American Pipit	Pipit d'Amrique	Anthus rubescens	Passeriformes	Motacillidae (Wagtails and Pipits)	31883	North Bay--Amelia Park	CA-ON	19-Sep-13	L1254491	S15371330		1
980	812	10313	species	American Pygmy Kingfisher	Martin-pcheur nain	Chloroceryle aenea	Coraciiformes	Alcedinidae (Kingfishers)	10313	Ammo Dump Ponds	PA-3	23-Nov-16	L1740339	S32679563		1
1768	1869	34058	species	American Redstart	Paruline flamboyante	Setophaga ruticilla	Passeriformes	Parulidae (New World Warblers)	34058	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1602	1618	28633	species	American Robin	Merle d'Amrique	Turdus migratorius	Passeriformes	Turdidae (Thrushes and Allies)	28633	Point Pelee NP* general (use more precise loc.)	CA-ON	02-May-13	L131153	S15364735		1
3	872	11216	species	American Three-toed Woodpecker	Pic  dos ray	Picoides dorsalis	Piciformes	Picidae (Woodpeckers)	11216	Base de plein air de Ste-Foy	CA-QC	05-Mar-26	L663110	S306257654		1
1529	1777	33095	species	American Tree Sparrow	Bruant hudsonien	Spizelloides arborea	Passeriformes	Passerellidae (New World Sparrows)	33095	Ottawa--Rideau Forest	CA-ON	21-Dec-13	L2381380	S16034103		1
1646	628	7791	species	American White Pelican	Plican d'Amrique	Pelecanus erythrorhynchos	Pelecaniformes	Pelecanidae (Pelicans)	7791	Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot)	US-FL	17-Dec-12	L127275	S15370904		1
1637	37	517	species	American Wigeon	Canard d'Amrique	Mareca americana	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	517	Merritt Island NWR--Black Point Wildlife Drive	US-FL	01-Jan-13	L127381	S15371043		1
1113	436	6064	species	American Woodcock	Bcasse d'Amrique	Scolopax minor	Charadriiformes	Scolopacidae (Sandpipers and Allies)	6064	Magee Marsh--Boardwalk	US-OH	05-May-16	L275986	S29416878		1
1483	1654	30263	species	Amethyst Sunbird	Souimanga amthyste	Chalcomitra amethystina	Passeriformes	Nectariniidae (Sunbirds and Spiderhunters)	30263	Dullstroom Nature Reserve	ZA-MP	23-Sep-14	L2522918	S20310028		1
577	1103	15900	species	Andean Cock-of-the-rock	Coq-de-roche pruvien	Rupicola peruvianus	Passeriformes	Cotingidae (Cotingas)	15900	Tandayapa--San Jorge Tandayapa	EC-P	06-Apr-19	L1907810	S54617813		1
510	634	7810	species	Andean Condor	Condor des Andes	Vultur gryphus	Cathartiformes	Cathartidae (New World Vultures)	7810	PN Antisana--pradera de los ibis y alrededores	EC-N	12-Apr-19	L2761741	S54867630		1
1306	74	780	species	Andean Duck	rismature des Andes	Oxyura ferruginea	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	780	Represa Cameguadua	CO-CAL	16-Dec-14	L3786045	S20932040		1
1241	335	5130	species	Andean Emerald	Ariane de Francia	Uranomitra franciae	Apodiformes	Trochilidae (Hummingbirds)	5130	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
603	83	900	species	Andean Guan	Pnlope des Andes	Penelope montagnii	Galliformes	"Cracidae (Guans, Chachalacas, and Curassows)"	900	Reserva Yanacocha	EC-P	04-Apr-19	L1396997	S54575597		1
513	484	6470	species	Andean Gull	Mouette des Andes	Chroicocephalus serranus	Charadriiformes	"Laridae (Gulls, Terns, and Skimmers)"	6470	PN Antisana--pradera de los ibis y alrededores	EC-N	12-Apr-19	L2761741	S54867630		1
511	581	7488	species	Andean Ibis	Ibis des Andes	Theristicus branickii	Pelecaniformes	Threskiornithidae (Ibises and Spoonbills)	7488	PN Antisana--pradera de los ibis y alrededores	EC-N	12-Apr-19	L2761741	S54867630		1
1239	791	9880	species	Andean Motmot	Motmot d'quateur	Momotus aequatorialis	Coraciiformes	Momotidae (Motmots)	9880	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
476	738	9022	species	Andean Pygmy-Owl	Chevchette des Andes	Glaucidium jardinii	Strigiformes	Strigidae (Owls)	9022	Reserva Bioandina--Camino de Entrada	CO-CUN	17-Nov-19	L2694900	S61535405		1
470	1749	32627	species	Andean Siskin	Tarin des Andes	Spinus spinescens	Passeriformes	"Fringillidae (Finches, Euphonias, and Allies)"	32627	Reserva Bioandina--Camino de Entrada	CO-CUN	17-Nov-19	L2694900	S61535405		1
560	1600	28186	species	Andean Solitaire	Solitaire des Andes	Myadestes ralloides	Passeriformes	Turdidae (Thrushes and Allies)	28186	Reserva Mashpi-Amagusa (Sergio y Doris)	EC-P	07-Apr-19	L3175551	S54680739		1
1275	49	626	species	Andean Teal	Sarcelle des Andes	Anas andium	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	626	PNN Los Nevados--Centro de Visitantes La Cueva	CO-CAL	17-Dec-14	L7895434	S20941471		1
1263	1072	15336	species	Andean Tit-Spinetail	Synallaxe des Andes	Leptasthenura andicola	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	15336	PNN Los Nevados--Centro de Visitantes La Cueva	CO-CAL	17-Dec-14	L7895434	S20941471		1
1750	559	7367	species	Anhinga	Anhinga d'Amrique	Anhinga anhinga	Suliformes	Anhingidae (Anhingas)	7367	Lamanai Maya site	BZ-OW	27-Nov-11	L454524	S15367549		1
1579	302	4814	species	Anna's Hummingbird	Colibri d'Anna	Calypte anna	Apodiformes	Trochilidae (Hummingbirds)	4814	Point Loma--general area	US-CA	13-Oct-13	L109307	S15396825		1
651	1731	32117	species	Apapane	Picchion cramoisi	Himatione sanguinea	Passeriformes	"Fringillidae (Finches, Euphonias, and Allies)"	32117	Hawai_i Volcanoes NP--K_lauea Iki and Thurston Lava Tube	US-HI	31-Oct-18	L837288	S49588034		1
460	1216	17316	species	Apical Flycatcher	Tyran  queue givre	Myiarchus apicalis	Passeriformes	Tyrannidae (Tyrant Flycatchers)	17316	DRMI Bosques Secos del Chicamocha--Vereda La Costa	CO-BOY	21-Nov-19	L3216165	S61626495		1
1042	913	12092	species	Aplomado Falcon	Faucon aplomado	Falco femoralis	Falconiformes	Falconidae (Falcons and Caracaras)	12092	"8.3753x-80.2276 - Nov 14, 2016, 10:27 AM"	PA-2	14-Nov-16	L5082470	S32557075		1
108	1401	21017	species	Apostlebird	Aptre gris	Struthidea cinerea	Passeriformes	Corcoracidae (White-winged Chough and Apostlebird)	21017	Ikara-Flinders Ranges National Park--Wilpena Pound Campground	AU-SA	05-Nov-25	L2536104	S282947450		1
228	1482	23977	species	Appert's Tetraka	Farifotra d'Appert	Xanthomixis apperti	Passeriformes	Bernieridae (Malagasy Warblers)	23977	Zombitse-Vohibasia NP	MG-U	12-Nov-24	L920160	S202373817		1
221	1365	19969	species	Archbold's Newtonia	Newtonie d'Archbold	Newtonia archboldi	Passeriformes	"Vangidae (Vangas, Helmetshrikes, and Allies)"	19969	Ifaty--spiny forest reserves	MG-U	13-Nov-24	L920191	S202372400		1
679	510	6733	species	Arctic Tern	Sterne arctique	Sterna paradisaea	Charadriiformes	"Laridae (Gulls, Terns, and Skimmers)"	6733	Churchill--Launch Road	CA-MB	30-Jun-18	L349496	S46905278		1
1317	1519	26680	species	Arrow-marked Babbler	Cratrope flch	Turdoides jardineii	Passeriformes	Leiothrichidae (Laughingthrushes and Allies)	26680	Moremi--Khwai River (north side)	BW-NW	13-Oct-14	L1220375	S20696955		1
492	1079	15522	species	Ash-browed Spinetail	Synallaxe  sourcils gris	Cranioleuca curtata	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	15522	Laguna de Pedro Palo	CO-CUN	15-Nov-19	L1156336	S61468916		1
1947	1587	27957	species	Ashy Starling	Choucador cendr	Lamprotornis unicolor	Passeriformes	Sturnidae (Starlings)	27957	Tarangire NP	TZ-26	16-Aug-05	L1044008	S15379289		1
1106	474	6379	species	Atlantic Puffin	Macareux moine	Fratercula arctica	Charadriiformes	"Alcidae (Auks, Murres, and Puffins)"	6379	PN Archipel-de-Mingan--ële aux Perroquets	CA-QC	28-Aug-16	L2995251	S31316311		1
1951	720	8538	species	Augur Buzzard	Buse augure	Buteo augur	Accipitriformes	"Accipitridae (Hawks, Eagles, and Kites)"	8538	Tarangire NP	TZ-26	16-Aug-05	L1044008	S15379289		1
142	561	7375	species	Australasian Darter	Anhinga d'Australie	Anhinga novaehollandiae	Suliformes	Anhingidae (Anhingas)	7375	Sydney Airport Wetlands	AU-NSW	31-Oct-25	L2557248	S282123952		1
5	1349	19708	species	Australasian Figbird	Sphcothre de Vieillot	Sphecotheres vieilloti	Passeriformes	Oriolidae (Old World Orioles)	19708	Royal Botanic Gardens (Sydney)	AU-NSW	24-Nov-25	L915566	S285893084		1
825	553	7335	species	Australasian Gannet	Fou austral	Morus serrator	Suliformes	Sulidae (Boobies and Gannets)	7335	Kiama Blowhole and Seawatch	AU-NSW	15-Oct-17	L3795842	S39929736		1
857	519	6840	species	Australasian Grebe	Grbe australasien	Tachybaptus novaehollandiae	Podicipediformes	Podicipedidae (Grebes)	6840	Royal National Park--Ironbark Flat	AU-NSW	11-Oct-17	L2556392	S39822365		1
28	33	498	species	Australasian Shoveler	Canard brid	Spatula rhynchotis	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	498	"Beach Rd, Point Wilson"	AU-VIC	16-Nov-25	L46984038	S284648976		1
858	369	5525	species	Australasian Swamphen	Talve australe	Porphyrio melanotus	Gruiformes	"Rallidae (Rails, Gallinules, and Coots)"	5525	Royal National Park--Ironbark Flat	AU-NSW	11-Oct-17	L2556392	S39822365		1
107	751	9332	species	Australian Boobook	Ninoxe d'Australie	Ninox boobook	Strigiformes	Strigidae (Owls)	9332	Ikara-Flinders Ranges National Park--Wilpena Pound	AU-SA	05-Nov-25	L1239946	S282962836		1
872	77	795	species	Australian Brushturkey	Talgalle de Latham	Alectura lathami	Galliformes	Megapodiidae (Megapodes)	795	Blue Mountains Botanic Garden	AU-NSW	09-Oct-17	L2556612	S39782646		1
141	358	5457	species	Australian Crake	Marouette d'Australie	Porzana fluminea	Gruiformes	"Rallidae (Rails, Gallinules, and Coots)"	5457	Port Gawler Conservation Park	AU-SA	03-Nov-25	L2555831	S282631617		1
818	910	12080	species	Australian Hobby	Petit Faucon	Falco longipennis	Falconiformes	Falconidae (Falcons and Caracaras)	12080	Wilsons Promontory National Park--Tidal River	AU-VIC	19-Oct-17	L2548714	S40006040		1
886	583	7498	species	Australian Ibis	Ibis  cou noir	Threskiornis molucca	Pelecaniformes	Threskiornithidae (Ibises and Spoonbills)	7498	Royal Botanic Gardens (Sydney)	AU-NSW	07-Oct-17	L915566	S39591405		1
846	927	12265	species	Australian King-Parrot	Perruche royale	Alisterus scapularis	Psittaciformes	Psittaculidae (Old World Parrots)	12265	Royal National Park--The Forest Path	AU-NSW	12-Oct-17	L2555880	S39855810		1
881	1357	19793	species	Australian Magpie	Cassican flteur	Gymnorhina tibicen	Passeriformes	"Artamidae (Woodswallows, Bellmagpies, and Allies)"	19793	Royal Botanic Gardens (Sydney)	AU-NSW	07-Oct-17	L915566	S39591405		1
67	217	3814	species	Australian Owlet-nightjar	gothle d'Australie	Aegotheles cristatus	Aegotheliformes	Aegothelidae (Owlet-nightjars)	3814	"Cobb Highway at -35.333, 144.848"	AU-NSW	10-Nov-25	L7738433	S283855815		1
855	631	7801	species	Australian Pelican	Plican  lunettes	Pelecanus conspicillatus	Pelecaniformes	Pelecanidae (Pelicans)	7801	Royal National Park--Ironbark Flat	AU-NSW	11-Oct-17	L2556392	S39822365		1
808	1710	31738	species	Australian Pipit	Pipit d'Australie	Anthus australis	Passeriformes	Motacillidae (Wagtails and Pipits)	31738	Point Cook Coastal Park--The Tower	AU-VIC	21-Oct-17	L3025678	S40053163		1
62	470	6343	species	Australian Pratincole	Glarole isabelle	Glareola isabella	Charadriiformes	Glareolidae (Pratincoles and Coursers)	6343	"Warwillah Rd, Wanganella (no access away from roadway)"	AU-NSW	10-Nov-25	L7738455	S283855987		1
850	1431	21608	species	Australian Raven	Corbeau d'Australie	Corvus coronoides	Passeriformes	"Corvidae (Crows, Jays, and Magpies)"	21608	Bundeena	AU-NSW	11-Oct-17	L3005370	S39823132		1
795	1475	23728	species	Australian Reed Warbler	Rousserolle d'Australie	Acrocephalus australis	Passeriformes	Acrocephalidae (Reed Warblers and Allies)	23728	Tower Hill Wildlife Reserve	AU-VIC	23-Oct-17	L1557351	S40079154		1
116	932	12472	species	Australian Ringneck	Perruche  col jaune	Barnardius zonarius	Psittaciformes	Psittaculidae (Old World Parrots)	12472	Ikara-Flinders Ranges National Park--Brachina Gorge Lookout	AU-SA	05-Nov-25	L4913364	S282936967		1
48	1389	20338	species	Australian Rufous Fantail	Rhipidure roux	Rhipidura rufifrons	Passeriformes	Rhipiduridae (Fantails)	20338	Toolangi State Forest--Wirrawilla Rainforest	AU-VIC	13-Nov-25	L2301671	S284185848		1
806	25	424	species	Australian Shelduck	Tadorne d'Australie	Tadorna tadornoides	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	424	Old Ocean Road at Princetown	AU-VIC	22-Oct-17	L1431899	S40059483		1
1224	1084	15635	species	Azara's Spinetail	Synallaxe d'Azara	Synallaxis azarae	Passeriformes	Furnariidae (Ovenbirds and Woodcreepers)	15635	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
854	797	9940	species	Azure Kingfisher	Martin-pcheur  dos bleu	Ceyx azureus	Coraciiformes	Alcedinidae (Kingfishers)	9940	Royal National Park--Ironbark Flat	AU-NSW	11-Oct-17	L2556392	S39822365		1
1645	691	8367	species	Bald Eagle	Pygargue  tte blanche	Haliaeetus leucocephalus	Accipitriformes	"Accipitridae (Hawks, Eagles, and Kites)"	8367	Paynes Prairie Preserve SP--East of US 441 (Please consider using a more specific location/hotspot)	US-FL	17-Dec-12	L127275	S15370904		1
1779	1833	33770	species	Baltimore Oriole	Oriole de Baltimore	Icterus galbula	Passeriformes	Icteridae (Troupials and Allies)	33770	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1276	2023	35644	species	Bananaquit	Sucrier  ventre jaune	Coereba flaveola	Passeriformes	Thraupidae (Tanagers and Allies)	35644	Represa Cameguadua	CO-CAL	16-Dec-14	L3786045	S20932040		1
1795	1547	27383	species	Band-backed Wren	Troglodyte zon	Campylorhynchus zonatus	Passeriformes	Troglodytidae (Wrens)	27383	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
157	81	873	species	Band-tailed Guan	Pnlope  queue barre	Penelope argyrotis	Galliformes	"Cracidae (Guans, Chachalacas, and Curassows)"	873	Bellavista--Vereda	CO-MAG	08-Apr-25	L2146838	S223933895		1
1174	124	1966	species	Band-tailed Pigeon	Pigeon  queue barre	Patagioenas fasciata	Columbiformes	Columbidae (Pigeons and Doves)	1966	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	20-Dec-14	L1252500	S20960630		1
1249	208	3549	species	Band-winged Nightjar	Engoulevent  miroir	Systellura longirostris	Caprimulgiformes	Caprimulgidae (Nightjars and Allies)	3549	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
64	411	5890	species	Banded Lapwing	Vanneau tricolore	Vanellus tricolor	Charadriiformes	Charadriidae (Plovers and Lapwings)	5890	"Warwillah Rd, Wanganella (no access away from roadway)"	AU-NSW	10-Nov-25	L7738455	S283855987		1
132	386	5776	species	Banded Stilt	chasse  tte blanche	Cladorhynchus leucocephalus	Charadriiformes	Recurvirostridae (Stilts and Avocets)	5776	"17Ð29 Mulgaria Rd, Witchelina AU-SA -30.06746, 138.13051"	AU-SA	04-Nov-25	L54773533	S282786364		1
320	1557	27515	species	Banded Wren	Troglodyte barr	Thryophilus pleurostictus	Passeriformes	Troglodytidae (Wrens)	27515	Guacimo Road	CR-P	16-Jun-22	L1456808	S113178762		1
1610	1486	24051	species	Bank Swallow	Hirondelle de rivage	Riparia riparia	Passeriformes	Hirundinidae (Swallows)	24051	Point Pelee NP* general (use more precise loc.)	CA-ON	02-May-13	L131153	S15364735		1
1292	988	13518	species	Bar-crested Antshrike	Batara de Lafresnaye	Thamnophilus multistriatus	Passeriformes	Thamnophilidae (Typical Antbirds)	13518	Represa Cameguadua	CO-CAL	16-Dec-14	L3786045	S20932040		1
27	431	6033	species	Bar-tailed Godwit	Barge rousse	Limosa lapponica	Charadriiformes	Scolopacidae (Sandpipers and Allies)	6033	"Beach Rd, Point Wilson"	AU-VIC	16-Nov-25	L46984038	S284648976		1
1391	1466	23050	species	Bar-throated Apalis	Apalis  collier	Apalis thoracica	Passeriformes	Cisticolidae (Cisticolas and Allies)	23050	Ithala GR	ZA-NL	01-Oct-14	L3161131	S20535371		1
908	1007	13979	species	Bare-crowned Antbird	Alapi  tte nue	Gymnocichla nudiceps	Passeriformes	Thamnophilidae (Typical Antbirds)	13979	Lajas Blancas	PA-EM	06-Apr-17	L5683119	S35739384		1
154	122	1952	species	Bare-eyed Pigeon	Pigeon jounud	Patagioenas corensis	Columbiformes	Columbidae (Pigeons and Doves)	1952	SFF Los Flamencos--Resguardo Perratpu/Boca de Camarones	CO-LAG	09-Apr-25	L2080823	S224053174		1
1298	579	7478	species	Bare-faced Ibis	Ibis  face nue	Phimosus infuscatus	Pelecaniformes	Threskiornithidae (Ibises and Spoonbills)	7478	Represa Cameguadua	CO-CAL	16-Dec-14	L3786045	S20932040		1
1875	592	7540	species	Bare-throated Tiger-Heron	Onor du Mexique	Tigrisoma mexicanum	Pelecaniformes	"Ardeidae (Herons, Egrets, and Bitterns)"	7540	Via Parque Isla de Salamanca--Lagunas Costeras	CO-MAG	29-Dec-09	L1051521	S103525654		1
1608	1500	24187	species	Barn Swallow	Hirondelle rustique	Hirundo rustica	Passeriformes	Hirundinidae (Swallows)	24187	Point Pelee NP* general (use more precise loc.)	CA-ON	02-May-13	L131153	S15364735		1
1817	987	13491	species	Barred Antshrike	Batara ray	Thamnophilus doliatus	Passeriformes	Thamnophilidae (Typical Antbirds)	13491	Orange Walk	BZ-OW	26-Nov-11	L295270	S15368874		1
1221	1113	16029	species	Barred Becard	Bcarde barre	Pachyramphus versicolor	Passeriformes	Tityridae (Tityras and Allies)	16029	Reserva Ecolgica Ro Blanco--Lodge	CO-CAL	18-Dec-14	L1252500	S20954319		1
573	699	8408	species	Barred Hawk	Buse barre	Morphnarchus princeps	Accipitriformes	"Accipitridae (Hawks, Eagles, and Kites)"	8408	Tandayapa--San Jorge Tandayapa	EC-P	06-Apr-19	L1907810	S54629295		1
1632	744	9219	species	Barred Owl	Chouette raye	Strix varia	Strigiformes	Strigidae (Owls)	9219	Wolfe Island	CA-ON	16-Feb-13	L1022214	S15371295		1
912	825	10396	species	Barred Puffbird	Tamatia barr	Nystalus radiatus	Piciformes	Bucconidae (Puffbirds)	10396	Camino a Nuevo Viga--Puente sobre Ro Chucunaque	PA-EM	05-Apr-17	L2736449	S35717559		1
439	69	748	species	Barrow's Goldeneye	Garrot d'Islande	Bucephala islandica	Anseriformes	"Anatidae (Ducks, Geese, and Waterfowl)"	748	Ottawa--Rideau River Eastern Pathway north of Hurdman Bridge	CA-ON	10-Jan-22	L8184252	S100506914		1
828	1602	28227	species	Bassian Thrush	Grive  lunules	Zoothera lunulata	Passeriformes	Turdidae (Thrushes and Allies)	28227	Booderee National Park--Booderee Botanic Gardens	AU-NSW	14-Oct-17	L2541277	S39909622		1
