ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
461338551,Photo,Black-billed Nightingale-Thrush,Catharus gracilirostris,,,Denis Rivard,2022-06-03,2022,6,3,1300,Costa Rica,CR-SJ,San José,,Paraiso Quetzal Lodge - Km 70,9.6439904,-83.8508380,"",,Unspecified,false,false,,,,,,,S112058480,"",,,,,Catharus gracilirostris,bbnthr1,Species,28253,,.00,0,,4442,7897
461242571,Photo,Ferruginous Pygmy-Owl,Glaucidium brasilianum,,,Denis Rivard,2022-06-03,2022,6,3,800,Costa Rica,CR-H,Heredia,,Hotel Bougainvillea,9.9809389,-84.0789163,"",,Unspecified,false,false,,,,,,,S112022395,"",,,,,Glaucidium brasilianum,fepowl,Species,9037,,5.00,1,,1768,3143
461241051,Photo,"Lesson's Motmot",Momotus lessonii,,,Denis Rivard,2022-06-03,2022,6,3,800,Costa Rica,CR-H,Heredia,,Hotel Bougainvillea,9.9809389,-84.0789163,"",,Unspecified,false,false,,,,,,,S112022395,"",,,,,Momotus lessonii,bucmot2,Species,9857,,.00,0,,4035,7173
461238401,Photo,Rufous-backed Wren,Campylorhynchus capistratus,,,Denis Rivard,2022-06-03,2022,6,3,800,Costa Rica,CR-H,Heredia,,Hotel Bougainvillea,9.9809389,-84.0789163,"",,Unspecified,false,false,,,,,,,S112022395,"",,,,,Campylorhynchus capistratus,runwre4,Group,27401,,4.00,1,,2153,3827
461235421,Photo,Blue-gray Tanager,Thraupis episcopus,,,Denis Rivard,2022-06-03,2022,6,3,800,Costa Rica,CR-H,Heredia,,Hotel Bougainvillea,9.9809389,-84.0789163,"",,Unspecified,false,false,,,,,,,S112022395,"",,,,,Thraupis episcopus,bugtan,Species,34933,,.00,0,,1690,3004
461234161,Photo,Melodious Blackbird,Dives dives,,,Denis Rivard,2022-06-03,2022,6,3,800,Costa Rica,CR-H,Heredia,,Hotel Bougainvillea,9.9809389,-84.0789163,"",,Unspecified,false,false,,,,,,,S112022395,"",,,,,Dives dives,melbla1,Species,33843,,4.00,2,,1788,3178
461232141,Photo,"Lesson's Motmot",Momotus lessonii,,,Denis Rivard,2022-06-03,2022,6,3,800,Costa Rica,CR-H,Heredia,,Hotel Bougainvillea,9.9809389,-84.0789163,"",,Unspecified,false,false,,,,,,,S112022395,"",,,,,Momotus lessonii,bucmot2,Species,9857,,.00,0,,4572,2572
461229571,Photo,Clay-colored Thrush,Turdus grayi,,,Denis Rivard,2022-06-03,2022,6,3,800,Costa Rica,CR-H,Heredia,,Hotel Bougainvillea,9.9809389,-84.0789163,"",,Unspecified,false,false,,,,,,,S112022395,"",,,,,Turdus grayi,clcrob,Species,28767,,.00,0,,4227,7515
461227171,Photo,Rufous-tailed Hummingbird,Amazilia tzacatl,,,Denis Rivard,2022-06-03,2022,6,3,800,Costa Rica,CR-H,Heredia,,Hotel Bougainvillea,9.9809389,-84.0789163,"",,Unspecified,false,false,,,,,,,S112022395,"",,,,,Amazilia tzacatl,rtlhum,Species,5111,,.00,0,,3221,5726
461176231,Photo,Crested Owl,Lophostrix cristata,,,Denis Rivard,2022-06-07,2022,6,7,1104,Costa Rica,CR-L,Limón,,Flores,10.2157000,-83.8714000,"",,Unspecified,false,false,,,,,,,S112403738,"",,,,,Lophostrix cristata,creowl1,Species,8892,,3.50,2,,4246,7548
461172241,Photo,Lesser Ground-Cuckoo,Morococcyx erythropygus,,,Denis Rivard,2022-06-16,2022,6,16,927,Costa Rica,CR-P,Puntarenas,,Guacimo Road,9.8650149,-84.6504579,"",,Unspecified,false,false,,,,,,,S113178762,"",,,,,Morococcyx erythropygus,legcuc1,Species,3034,,3.50,2,,1817,3230
461170311,Photo,Gartered Violaceous Trogon,Trogon caligatus,,,Denis Rivard,2022-06-16,2022,6,16,614,Costa Rica,CR-P,Puntarenas,,Cerro Lodge,9.8080000,-84.6110000,Adult Female – 1,,Unspecified,false,false,,,,,,,S113050967,"",,,,,Trogon caligatus,gartro1,Species,9543,,.00,0,,2234,3971
461166181,Photo,Chestnut-backed Antbird,Poliocrania exsul,,,Denis Rivard,2022-06-15,2022,6,15,757,Costa Rica,CR-P,Puntarenas,,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],9.7808812,-84.6061045,"",,Unspecified,false,false,,,,,,,S113005968,"",,,,,Poliocrania exsul,chbant1,Species,14020,,4.00,2,,3988,7090
461163111,Photo,Bicolored Antbird,Gymnopithys bicolor,,,Denis Rivard,2022-06-15,2022,6,15,757,Costa Rica,CR-P,Puntarenas,,PN Carara-Entrada principal [senderos Quebrada Bonita y Universal],9.7808812,-84.6061045,"",,Unspecified,false,false,,,,,,,S113005968,"",,,,,Gymnopithys bicolor,bicant2,Species,14076,,4.00,2,,2389,4247
461161301,Photo,Rufous-backed Wren,Campylorhynchus capistratus,,,Denis Rivard,2022-06-15,2022,6,15,600,Costa Rica,CR-P,Puntarenas,,Cerro Lodge,9.8080000,-84.6110000,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S112983565,"",,,Female (right) and male (left). Courtship followed by  mating. ,,Campylorhynchus capistratus,runwre4,Group,27401,,.00,0,"",3593,6387
461158811,Photo,Rufous-backed Wren,Campylorhynchus capistratus,,,Denis Rivard,2022-06-15,2022,6,15,600,Costa Rica,CR-P,Puntarenas,,Cerro Lodge,9.8080000,-84.6110000,"Adult Female – 1; Adult Male – 1","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S112983565,"",,,Female (right) and male (left).  Courtship followed by mating.,,Campylorhynchus capistratus,runwre4,Group,27401,,.00,0,"",3300,5867
461122021,Photo,Green-crowned Brilliant,Heliodoxa jacula,,,Denis Rivard,2022-06-13,2022,6,13,1105,Costa Rica,CR-P,Puntarenas,,Monteverde--Hummingbird Gallery,10.3024372,-84.7961095,Juvenile Male – 1,,Unspecified,false,false,,,,,,,S112868549,"",,,,,Heliodoxa jacula,grcbri1,Species,4706,,5.00,1,,4480,7964
461119171,Photo,Green-crowned Brilliant,Heliodoxa jacula,,,Denis Rivard,2022-06-13,2022,6,13,1105,Costa Rica,CR-P,Puntarenas,,Monteverde--Hummingbird Gallery,10.3024372,-84.7961095,Adult Male – 1,,Unspecified,false,false,,,,,,,S112868549,"",,,,,Heliodoxa jacula,grcbri1,Species,4706,,3.00,1,,3503,6228
461117771,Photo,Lesser Violetear,Colibri cyanotus,,,Denis Rivard,2022-06-13,2022,6,13,1105,Costa Rica,CR-P,Puntarenas,,Monteverde--Hummingbird Gallery,10.3024372,-84.7961095,"",,Unspecified,false,false,,,,,,,S112868549,"",,,,,Colibri cyanotus,lesvio1,Species,4359,,5.00,2,,4138,7356
461116171,Photo,Violet Sabrewing,Campylopterus hemileucurus,,,Denis Rivard,2022-06-13,2022,6,13,1105,Costa Rica,CR-P,Puntarenas,,Monteverde--Hummingbird Gallery,10.3024372,-84.7961095,"",,Unspecified,false,false,,,,,,,S112868549,"",,,,,Campylopterus hemileucurus,viosab1,Species,4952,,4.00,1,,3306,5877
461113831,Photo,White-throated Thrush,Turdus assimilis,,,Denis Rivard,2022-06-12,2022,6,12,832,Costa Rica,CR-A,Alajuela,,Arenal Observatory Lodge,10.4369842,-84.7096768,"",,Unspecified,false,false,,,,,,,S112777693,"",,,,,Turdus assimilis,whtrob1,Species,28724,,5.00,2,,2053,3650
461111151,Photo,Stripe-throated Hermit,Phaethornis striigularis,,,Denis Rivard,2022-06-12,2022,6,12,832,Costa Rica,CR-A,Alajuela,,Arenal Observatory Lodge,10.4369842,-84.7096768,"","",Unspecified,"","",,,,,,,S112777693,"",,,,,Phaethornis striigularis,stther2,Species,4310,,5.00,3,Watermark,3263,5801
460946691,Photo,Resplendent Quetzal,Pharomachrus mocinno,,,Denis Rivard,2022-06-04,2022,6,4,1026,Costa Rica,CR-SJ,San José,,San Gerardo de Dota,9.5573486,-83.8035336,"",,Unspecified,false,false,,,,,,,S112126477,"",,,,,Pharomachrus mocinno,resque1,Species,9508,,4.00,1,,3298,5863
460834991,Photo,Resplendent Quetzal,Pharomachrus mocinno,,,Denis Rivard,2022-06-04,2022,6,4,1026,Costa Rica,CR-SJ,San José,,San Gerardo de Dota,9.5573486,-83.8035336,"",,Unspecified,false,false,,,,,,,S112126477,"",,,,,Pharomachrus mocinno,resque1,Species,9508,,.00,0,,1560,2773
454612031,Photo,Red-tailed Hawk,Buteo jamaicensis,,,Denis Rivard,2022-05-14,2022,5,14,1630,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S110144462,"",,,,,Buteo jamaicensis,rethaw,Species,8506,,.00,0,,1723,3063
454605131,Photo,Common Tern,Sterna hirundo,,,Denis Rivard,2022-05-14,2022,5,14,643,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109983633,"",,,,,Sterna hirundo,comter,Species,6748,,.00,0,,839,1492
454598711,Photo,American Robin,Turdus migratorius,,,Denis Rivard,2022-05-13,2022,5,13,1346,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--The Dunes,41.9577158,-82.5277958,"",,Unspecified,false,false,,,,,,,S109909749,"",,,,,Turdus migratorius,amerob,Species,28633,,.00,0,,2046,3637
454593291,Photo,Bay-breasted Warbler,Setophaga castanea,,,Denis Rivard,2022-05-13,2022,5,13,923,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109881753,"",,,,,Setophaga castanea,babwar,Species,34083,,.00,0,,1878,3339
454591781,Photo,Tree Swallow,Tachycineta bicolor,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109858518,"",,,,,Tachycineta bicolor,treswa,Species,24064,,.00,0,,1787,3176
454589881,Photo,American Herring Gull,Larus smithsonianus,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,Adult – 1,,Unspecified,false,false,,,,,,,S109858518,"",,,,,Larus smithsonianus,amhgul1,Group,6539,,.00,0,,1879,3340
454557311,Photo,Mourning Warbler,Geothlypis philadelphia,,,Denis Rivard,2022-05-12,2022,5,12,1404,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S109801333,"",,,,,Geothlypis philadelphia,mouwar,Species,34006,,4.00,2,,2190,3893
454554871,Photo,Black-throated Blue Warbler,Setophaga caerulescens,,,Denis Rivard,2022-05-12,2022,5,12,1055,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109778764,"",,,,,Setophaga caerulescens,btbwar,Species,34141,,4.00,1,,3388,6023
454543871,Photo,Philadelphia Vireo,Vireo philadelphicus,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109651212,"",,,,,Vireo philadelphicus,phivir,Species,19244,,4.50,2,,2729,4851
454537951,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109651212,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,.00,0,,1653,2938
454535661,Photo,Blue-headed Vireo,Vireo solitarius,,,Denis Rivard,2022-05-10,2022,5,10,1645,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109607330,"",,,,,Vireo solitarius,buhvir,Species,19226,,4.00,1,,1695,3013
454534401,Photo,Black-throated Green Warbler,Setophaga virens,,,Denis Rivard,2022-05-10,2022,5,10,1645,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109607330,"",,,,,Setophaga virens,btnwar,Species,34218,,.00,0,,1614,2869
454529931,Photo,Eastern Warbling Vireo,Vireo gilvus,,,Denis Rivard,2022-05-10,2022,5,10,1254,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S109572477,"",,,,,Vireo gilvus,eawvir1,Group,19245,,.00,0,,1538,2734
454526691,Photo,Ruby-throated Hummingbird,Archilochus colubris,,,Denis Rivard,2022-05-10,2022,5,10,1042,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109561131,"",,,,,Archilochus colubris,rthhum,Species,4802,,.00,0,,1748,3108
454523421,Photo,Least Flycatcher,Empidonax minimus,,,Denis Rivard,2022-05-10,2022,5,10,807,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109548047,"",,,,,Empidonax minimus,leafly,Species,16963,,5.00,1,,2195,3902
454521351,Photo,Magnolia Warbler,Setophaga magnolia,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,,,Setophaga magnolia,magwar,Species,34079,,.00,0,,2488,4423
454520051,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Denis Rivard,2022-05-09,2022,5,9,938,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Sparrow Field,41.9175830,-82.5089550,"",,Unspecified,false,false,,,,,,,S109441964,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,.00,0,,2780,4942
454519001,Photo,Ruby-crowned Kinglet,Corthylio calendula,,,Denis Rivard,2022-05-08,2022,5,8,1556,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109375497,"",,,,,Corthylio calendula,ruckin,Species,26844,,.00,0,,1876,3335
454518101,Photo,Common Yellowthroat,Geothlypis trichas,,,Denis Rivard,2022-05-08,2022,5,8,1556,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109375497,"",,,,,Geothlypis trichas,comyel,Species,34028,,.00,0,,1735,3084
454516851,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Denis Rivard,2022-05-08,2022,5,8,1136,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109341090,"",,,,,Setophaga aestiva,yelwar1,Group,34087,,.00,0,,1842,3274
454513711,Photo,Black-throated Blue Warbler,Setophaga caerulescens,,,Denis Rivard,2022-05-08,2022,5,8,909,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109319646,"",,,,,Setophaga caerulescens,btbwar,Species,34141,,5.00,2,,2116,3762
454512151,Photo,Chipping Sparrow,Spizella passerina,,,Denis Rivard,2022-05-08,2022,5,8,818,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S109304219,"",,,,,Spizella passerina,chispa,Species,32990,,.00,0,,1853,3294
454510291,Photo,Field Sparrow,Spizella pusilla,,,Denis Rivard,2022-05-07,2022,5,7,1457,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Visitor Centre,41.9316423,-82.5133205,"",,Unspecified,false,false,,,,,,,S109239673,"",,,,,Spizella pusilla,fiespa,Species,33002,,4.00,1,,1828,3250
454507441,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Denis Rivard,2022-05-07,2022,5,7,1457,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Visitor Centre,41.9316423,-82.5133205,"",,Unspecified,false,false,,,,,,,S109239673,"",,,,,Melanerpes carolinus,rebwoo,Species,11199,,.00,0,,1712,3043
454506321,Photo,Indigo Bunting,Passerina cyanea,,,Denis Rivard,2022-05-07,2022,5,7,1457,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Visitor Centre,41.9316423,-82.5133205,"",,Unspecified,false,false,,,,,,,S109239673,"",,,,,Passerina cyanea,indbun,Species,34607,,.00,0,,2158,3836
454505061,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Denis Rivard,2022-05-07,2022,5,7,1457,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Visitor Centre,41.9316423,-82.5133205,"",,Unspecified,false,false,,,,,,,S109239673,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,.00,0,,1606,2855
454503261,Photo,Indigo Bunting,Passerina cyanea,,,Denis Rivard,2022-05-07,2022,5,7,1457,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Visitor Centre,41.9316423,-82.5133205,"",,Unspecified,false,false,,,,,,,S109239673,"",,,,,Passerina cyanea,indbun,Species,34607,,.00,0,,1783,3170
454502181,Photo,Red-headed Woodpecker,Melanerpes erythrocephalus,,,Denis Rivard,2022-05-07,2022,5,7,1252,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S109234279,"",,,,,Melanerpes erythrocephalus,rehwoo,Species,11145,,.00,0,,3031,5388
454232741,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Denis Rivard,2022-05-14,2022,5,14,1803,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Marsh Boardwalk,41.9693171,-82.5288464,"",,Unspecified,false,false,,,,,,,S110132926,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,.00,0,,4298,7641
454231581,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Denis Rivard,2022-05-14,2022,5,14,1803,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Marsh Boardwalk,41.9693171,-82.5288464,"",,Unspecified,false,false,,,,,,,S110132926,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,.00,0,,2496,4437
454229421,Photo,Mute Swan,Cygnus olor,,,Denis Rivard,2022-05-14,2022,5,14,1803,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Marsh Boardwalk,41.9693171,-82.5288464,Adult – 1,,Unspecified,false,false,,,,,,,S110132926,"",,,Nesting,,Cygnus olor,mutswa,Species,377,,.00,0,,2363,4201
454227961,Photo,Spotted Sandpiper,Actitis macularius,,,Denis Rivard,2022-05-14,2022,5,14,1803,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Marsh Boardwalk,41.9693171,-82.5288464,"",,Unspecified,false,false,,,,,,,S110132926,"",,,,,Actitis macularius,sposan,Species,6126,,.00,0,,1340,2382
454224081,Photo,Black Tern,Chlidonias niger,,,Denis Rivard,2022-05-14,2022,5,14,1803,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Marsh Boardwalk,41.9693171,-82.5288464,"",,Unspecified,false,false,,,,,,,S110132926,"",,,,,Chlidonias niger,blkter,Species,6725,,.00,0,,1691,3006
454221841,Photo,Barn Swallow,Hirundo rustica,,,Denis Rivard,2022-05-14,2022,5,14,1803,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Marsh Boardwalk,41.9693171,-82.5288464,"",,Unspecified,false,false,,,,,,,S110132926,"",,,,,Hirundo rustica,barswa,Species,24187,,.00,0,,2206,3921
453892671,Photo,Barn Swallow,Hirundo rustica,,,Denis Rivard,2022-05-14,2022,5,14,1630,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S110144462,"",,,,,Hirundo rustica,barswa,Species,24187,,.00,0,,3967,7052
453892241,Photo,Eastern Kingbird,Tyrannus tyrannus,,,Denis Rivard,2022-05-14,2022,5,14,1630,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S110144462,"",,,,,Tyrannus tyrannus,easkin,Species,17472,,.00,0,,2379,4229
453891311,Photo,Magnolia Warbler,Setophaga magnolia,,,Denis Rivard,2022-05-14,2022,5,14,1630,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S110144462,"",,,,,Setophaga magnolia,magwar,Species,34079,,.00,0,,2256,4011
453890751,Photo,Palm Warbler,Setophaga palmarum,,,Denis Rivard,2022-05-14,2022,5,14,1630,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S110144462,"",,,,,Setophaga palmarum,palwar,Species,34148,,.00,0,,1963,3489
453874861,Photo,Bay-breasted Warbler,Setophaga castanea,,,Denis Rivard,2022-05-14,2022,5,14,1346,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S110084433,"",,,,,Setophaga castanea,babwar,Species,34083,,.00,0,,2988,5312
453873801,Photo,Canada Warbler,Cardellina canadensis,,,Denis Rivard,2022-05-14,2022,5,14,1346,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"","",Unspecified,"","",,,,,,,S110084433,"",,,,,Cardellina canadensis,canwar,Species,34344,,4.00,1,Watermark,1363,2423
453872191,Photo,American Redstart,Setophaga ruticilla,,,Denis Rivard,2022-05-14,2022,5,14,946,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S110050218,"",,,,,Setophaga ruticilla,amered,Species,34058,,.00,0,,1710,3040
453871161,Photo,Cerulean Warbler,Setophaga cerulea,,,Denis Rivard,2022-05-14,2022,5,14,946,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S110050218,"",,,,,Setophaga cerulea,cerwar,Species,34061,,5.00,2,,2199,3909
453870051,Photo,Cerulean Warbler,Setophaga cerulea,,,Denis Rivard,2022-05-14,2022,5,14,946,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S110050218,"",,,,,Setophaga cerulea,cerwar,Species,34061,,5.00,1,,1584,2816
453836741,Photo,Canada Warbler,Cardellina canadensis,,,Denis Rivard,2022-05-14,2022,5,14,643,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109983633,"",,,,,Cardellina canadensis,canwar,Species,34344,,5.00,1,,1603,2849
453834271,Photo,"Lincoln's Sparrow",Melospiza lincolnii,,,Denis Rivard,2022-05-13,2022,5,13,1715,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109926538,"",,,,,Melospiza lincolnii,linspa,Species,33310,,.00,0,,2321,4126
453833231,Photo,"Swainson's Thrush",Catharus ustulatus,,,Denis Rivard,2022-05-13,2022,5,13,1346,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--The Dunes,41.9577158,-82.5277958,"",,Unspecified,false,false,,,,,,,S109909749,"",,,,,Catharus ustulatus,swathr,Species,28324,,3.00,1,,2514,4469
453831581,Photo,"Swainson's Thrush",Catharus ustulatus,,,Denis Rivard,2022-05-13,2022,5,13,1346,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--The Dunes,41.9577158,-82.5277958,"",,Unspecified,false,false,,,,,,,S109909749,"",,,,,Catharus ustulatus,swathr,Species,28324,,3.00,1,,1966,3495
453830431,Photo,"Wilson's Warbler",Cardellina pusilla,,,Denis Rivard,2022-05-13,2022,5,13,1346,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--The Dunes,41.9577158,-82.5277958,"",,Unspecified,false,false,,,,,,,S109909749,"",,,,,Cardellina pusilla,wlswar,Species,34346,,.00,0,,1725,3066
453553701,Photo,Blackpoll Warbler,Setophaga striata,,,Denis Rivard,2022-05-13,2022,5,13,1346,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--The Dunes,41.9577158,-82.5277958,"",,Unspecified,false,false,,,,,,,S109909749,"",,,,,Setophaga striata,bkpwar,Species,34138,,.00,0,,1594,2833
453271901,Photo,"Wilson's Warbler",Cardellina pusilla,,,Denis Rivard,2022-05-13,2022,5,13,1346,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--The Dunes,41.9577158,-82.5277958,"",,Unspecified,false,false,,,,,,,S109909749,"",,,,,Cardellina pusilla,wlswar,Species,34346,,.00,0,,1708,3036
453216711,Photo,Bay-breasted Warbler,Setophaga castanea,,,Denis Rivard,2022-05-13,2022,5,13,923,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109881753,"",,,,,Setophaga castanea,babwar,Species,34083,,.00,0,,2620,4657
453213561,Photo,Bay-breasted Warbler,Setophaga castanea,,,Denis Rivard,2022-05-13,2022,5,13,923,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109881753,"",,,,,Setophaga castanea,babwar,Species,34083,,.00,0,,2111,3753
453211831,Photo,Brown-headed Cowbird,Molothrus ater,,,Denis Rivard,2022-05-13,2022,5,13,923,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109881753,"",,,,,Molothrus ater,bnhcow,Species,33833,,5.00,1,,3663,6512
453209641,Photo,Eastern Wood-Pewee,Contopus virens,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109858518,"",,,,,Contopus virens,eawpew,Species,16924,,.00,0,,1897,3372
453207191,Photo,Blackburnian Warbler,Setophaga fusca,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109858518,"",,,,,Setophaga fusca,bkbwar,Species,34084,,.00,0,,1720,3058
453205081,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109858518,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,.00,0,,3495,6213
